"","Text","Text_Tag","Author","Date","Label"
"6072","Says only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.","education","Drake Sharer","2017/06/16","REAL"
"6073","Says only 25 percent of Texas high school students graduate prepared for college or careers.","education","Rolph Perigo","2018/03/25","FAKE"
"6074","Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.","education,immigration,states","Benjy Stodhart","2018/06/01","REAL"
"6075","Says only seven percent of 2009s stimulus bill went toward transportation projects, yet they created over one-third of the bills total jobs.","stimulus,transportation","Orel Kasparski","2017/07/25","FAKE"
"6076","Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.","candidates-biography,economy,message-machine","Violante Kibbe","2018/04/19","FAKE"
"6077","Says opponent Kathie Tovo believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods.","city-budget,city-government,public-safety","Zita Rolstone","2018/11/12","REAL"
"6078","Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.","labor,state-budget,workers","Colman Tsarovic","2017/01/07","FAKE"
"6079","Says opponent Tammy Baldwin has had not one positive ad in the campaign for U.S. Senate.","elections,campaign-advertising","Kalil Kitchener","2017/11/26","FAKE"
"6080","Says opponent Ted Cruz has not led businesses.","candidates-biography","Franky Hafford","2018/06/28","REAL"
"6081","Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.","debt,education,taxes","Caye Jeannesson","2017/07/30","FAKE"
"6082","Says opposing the Paycheck Fairness Act is part of the Koch brothers agenda.","congress,income,women","Katerina Jennemann","2017/03/03","FAKE"
"6083","Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.","trade","Rochella Howkins","2017/01/31","REAL"
"6084","Says Oregon is near the top or at the top of the list when it comes to capital gains tax","state-budget,taxes","Baillie Alway","2018/09/28","REAL"
"6085","Says Oregon is one of only three states that allow the use of gillnets on inland waters.","environment,jobs,message-machine-2012,recreation","Nickolai Vink","2018/08/03","FAKE"
"6086","Says Oregon ranks 30th in the nation with regard to its incarceration rate.","crime,criminal-justice","Luther Simmell","2017/10/02","REAL"
"6087","Says Oregon ranks 43rd in education.","education","Anson Vyse","2017/11/14","REAL"
"6088","Says Oregon recyclers cant recycle plastic bags","environment","Roxy Bazylets","2018/10/19","FAKE"
"6089","Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.","agriculture,environment","Garrard Beaufoy","2018/12/06","REAL"
"6090","Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997.","labor,workers","Robinson Rouff","2017/10/29","FAKE"
"6091","Says Oregons political tax credit is something every state should have and no other state does.","taxes","Walliw Ince","2018/07/02","FAKE"
"6092","Says our deficits are falling at the fastest rate in 60 years.","deficit","Harmony Wittrington","2018/04/12","REAL"
"6093","Says our economy in New Jersey gets $38 billion from the businesses at the Shore.","tourism","Imogen Featonby","2018/09/05","FAKE"
"6094","Says our national debt is greater than our gross domestic product.","debt,economy","Sheeree Gell","2017/03/18","FAKE"
"6095","Says our taxes have doubled with Rick Perry in office.","taxes","Waring Wastie","2017/03/15","FAKE"
"6096","Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.","jobs,state-budget","Fleming Kemmish","2017/12/21","REAL"
"6097","Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.","elections","Kippar Burgill","2018/03/27","FAKE"
"6098","Says over 25 percent of the Texas budget funds services to non-U.S. citizens.","economy,immigration","Issiah Lavall","2018/05/09","FAKE"
"6099","Says over 40 percent of recent county bonds are for Precinct One, northeast Travis County, because he is quick to identify projects that help make the East Side a desirable place to live.","county-budget,transportation","Darn Mateja","2017/05/17","FAKE"
"6100","Says over 50 percent of U.S. job growth in June came from Wisconsin.","jobs","Jacquelynn Arnot","2017/01/23","FAKE"
"6101","Says over 90 percent of Travis Countys eligible residents have registered to vote.","elections","Margalo Konzel","2017/11/14","REAL"
"6102","Says over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.","elections,history,redistricting","Solomon Galbreth","2018/10/02","REAL"
"6103","Says Ovide Lamontagne wants to eliminate kindergarten.","education","Nesta Yuranovev","2017/11/05","FAKE"
"6104","Says paid family leave is a program that is standard in all but five nations around the world.","children,families,labor,women,workers","Melessa Limpertz","2017/10/22","REAL"
"6105","Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.","economy,jobs,taxes","Zelda Wildin","2018/06/02","FAKE"
"6106","Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.","veterans","Hedvige Costerd","2017/01/05","FAKE"
"6107","Says Patrick Murphy advocated for cuts to Social Security and Medicare.","candidates-biography,medicare,social-security","Zita Hurley","2017/08/19","FAKE"
"6108","Says Patrick Murphy embellished, according to reports, his University of Miami academic achievement.","candidates-biography","Jeffy Roskelly","2018/01/25","REAL"
"6109","Says Patrick Murphy hasnt passed a single bill out of committee.","congress","Beauregard Rubinek","2018/09/10","FAKE"
"6110","Says Patrick Murphy is one of only three Democrats in the House today who voted to create the Benghazi committee.","candidates-biography,congress,voting-record","Roderic Hubbard","2018/12/26","REAL"
"6111","Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.","congress,public-health,voting-record","Angus Enriques","2017/10/31","FAKE"
"6112","Says Patrick Murphy is trying to hide his drunken assault of a police officer.","Alcohol,candidates-biography,crime","Peirce Meadley","2018/03/30","FAKE"
"6113","Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.","guns","Skye Ebrall","2018/07/25","REAL"
"6114","Says Patrick Murphy was named one of Americas least effective congressmen.","congress","Maynord Sharpus","2018/08/02","FAKE"
"6115","Says Patrick Murphy wrongly conveyed Rubios stance on abortion for women infected by Zika.","abortion,candidates-biography,corrections-and-updates","Doyle Eccott","2017/04/09","FAKE"
"6116","Says Paul Ryan backs a proposal that would be a bailout of Puerto Rico.","bankruptcy,debt,federal-budget,financial-regulation,retirement","Rodi Gidman","2017/05/22","FAKE"
"6117","Says Paul Ryan is still endorsing Trump.","candidates-biography,elections,campaign-advertising","Philip Georgiev","2017/04/13","REAL"
"6118","Says Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.","government-regulation,guns,history,public-safety,pundits","Ravi Melliard","2017/01/30","FAKE"
"6119","Says Paul Ryan tried to change the whole game for Social Security","federal-budget,message-machine-2012,retirement,social-security","Annissa Stilgoe","2018/05/11","FAKE"
"6120","Says Paul Ryan voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasnt paid for.","afghanistan,deficit,federal-budget,health-care,iraq,taxes","Orv Pettersen","2017/07/30","REAL"
"6121","Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.","education,federal-budget","Toddy O'Quin","2018/10/20","FAKE"
"6122","Says Paul Ryans budget plan ends Medicare.","federal-budget,health-care,medicare,message-machine-2012","Wildon Moncaster","2018/10/24","FAKE"
"6123","Says Paul Ryans budget would turn Medicare into a voucher.","medicare","Alicea Rasor","2017/05/15","REAL"
"6124","Says Paul Workman authored legislation providing amnesty for illegal immigrants.","immigration","Graig Capron","2017/04/17","FAKE"
"6125","Says Paul Workman voted in the Democrat primary, supporting Democrats with his vote.","elections","Kathryn McAllen","2017/02/11","REAL"
"6126","Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion.","retirement,state-budget","Maddie Bielby","2018/10/19","FAKE"
"6127","Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.","elections,state-budget","Dorella Yes","2017/07/12","REAL"
"6128","Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.","campaign-finance,legal-issues","Gayler Kettlewell","2018/04/25","REAL"
"6129","Says PETA is using this really fancy drone to follow hunters around in some places in other countries.","animals,public-safety,technology","Garrard Beaufoy","2018/12/28","FAKE"
"6130","Says Pete Gallego went and lobbied after you fired him from Congress.","candidates-biography,ethics","Yuma Skilton","2018/11/23","FAKE"
"6131","Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.","message-machine,voting-record","Miriam Ollin","2017/12/20","FAKE"
"6132","Says Peter Kilmartin has only three years experience in his own law practice.","candidates-biography","Violante Haggerstone","2017/04/05","FAKE"
"6133","Says Peyton Manning struggles in cold weather games.","sports","Glenda Wadmore","2018/10/18","REAL"
"6134","Says Philando Castile had been stopped by police 40 or 50 times before that fatal incident.","criminal-justice,diversity","Ewen Cowcha","2017/10/17","REAL"
