Text;Text_Tag;Author;Date;Label
Says its not true that Florida black bears are an apex predator.;animals,environment,florida;Nanni Cheltnam;2018/12/28;FAKE
A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.;county-government,legal-issues;Florri Tapsell;2017/05/04;FAKE
Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.;Alcohol,corporations,taxes;Matthaeus Bracey;2018/04/09;REAL
Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and hoped it would be the gold standard.;trade;Sibel De Castri;2017/04/02;FAKE
"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.""";health-care;Krista Kinsley;2018/12/02;FAKE
Says U.S. Sen. Bill Nelson voted with the Democrats in Congress nearly 95 percent of the time.;pundits,voting-record;Oliy Lantaff;2017/01/12;FAKE
Says proposed teacher contract would layer on more restrictive rules.;education;Ailey Hernik;2018/11/02;REAL
Weve got 40 years of study now that show that, with a good preschool start, youre less likely to be on public dole, youre less likely to be in prison.;children,crime,education,welfare;Quinn Wilsone;2017/04/12;REAL
Richard Hayne, president and CEO of Urban Outfitters (is) a supporter of Rick Santorum and donated over $13,000 to him.;candidates-biography,elections,families,pop-culture;Kendrick Bateman;2017/08/27;FAKE
Congress as a whole is less popular than its been since polling was invented.;congress,polls;Vera Rickell;2018/04/21;REAL
Says Donald Trump says he has foreign policy experience because he ran the Miss Universe pageant in Russia.;candidates-biography,foreign-policy;Drud Sharpus;2017/01/10;FAKE
Says Scott Walker gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.;economy,infrastructure,jobs,state-budget,taxes,workers;Colman Tsarovic;2018/02/24;FAKE
Halliburton defrauded American taxpayers of hundreds of millions of dollars in Iraq.;corporations,government-efficiency,legal-issues,military,pundits,abc-news-week;Miriam Neno;2017/04/15;FAKE
Abortionists have reduced our black population by more than 25 percent since 1973.;abortion;Fey Bowen;2018/05/16;FAKE
Weve had 11,000 attempts to amend the Constitution since 1789.;legal-issues;Addi Van Dale;2017/06/02;REAL
Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.;elections;Miriam Ollin;2018/11/14;FAKE
Inspections of abortion centers around Virginia have found multiple violations of parental consent laws but Gov. Terry McAuliffe and his administration have done nothing.;abortion;Adelind Veighey;2018/11/19;FAKE
Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walkers bill stripping collective bargaining of state employees.;labor,state-budget;Neilla Tallant;2018/05/04;FAKE
Says some in Congress are trying to create a separate government for those with a drop of Native Hawaiian blood.;diversity,legal-issues;Juli Seiler;2018/04/07;FAKE
Says he opposed the presidents decision to go into Iraq in 2003.;bush-administration,congress,foreign-policy,iraq,military,voting-record;Berget Duplock;2018/02/28;FAKE
The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.;economy,education;Ailsun Aven;2018/12/08;FAKE
"Numbers on illegal immigrants ""are down in terms of apprehensions, which indicates fewer illegal crossings, but also up in terms of actual enforcement actions.""";homeland-security,immigration,abc-news-week;Oliy Lantaff;2018/02/04;REAL
Says Gov. Scott Walker hasnt done a public event this entire year.;state-budget,transparency;Tiffany Gallatly;2018/04/16;FAKE
"Obama ""wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas.""";energy;Anson Vyse;2018/03/17;REAL
If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.;energy,market-regulation;Katerina Jennemann;2017/06/07;REAL
Monarch butterflies are becoming extinct because of increased use of crops genetically modified to withstand pesticides.;agriculture,animals,environment,food-safety,public-health;Leola Isakowicz;2018/10/05;FAKE
President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.;deficit,economy,federal-budget,foreign-policy,human-rights,israel;Gustav Adamoli;2018/02/27;FAKE
Says Donald Trump promised to take care of everybody (through government-run healthcare and) the governments going to pay for it.;drugs,economy,federal-budget,health-care,poverty,public-health;Kristoffer Harrema;2018/06/14;FAKE
Says professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.;sports;Walliw Ince;2017/07/16;FAKE
Says Hillary Clinton wants sanctuary cities.;crime,immigration;Dorolice McElwee;2018/09/16;REAL
Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.;health-care;Gayler Kettlewell;2018/01/14;REAL
Says according to the FBI, more people are killed each year with hammers and clubs than rifles.;crime,guns;Doyle Eccott;2017/12/23;REAL
Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities.;education,state-budget,stimulus;Candide Coatman;2018/03/03;REAL
Trade deals are negotiated in secret and, unlike corporate interests,politicians never invite the leaders of the AFL-CIO or steelworkers or the mine workers to come in and sit down in these meetings.;labor,trade;Samson Stood;2018/10/19;FAKE
Regarding the USA Freedom Act, There is nothing we are allowed to do under this bill that we could not do before.;privacy,terrorism;Margette Choppin;2017/03/30;FAKE
Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.;immigration;Leonore Popplewell;2017/03/23;FAKE
Says he took down the mob in Northeast Ohio;crime;Alano Pighills;2018/01/24;FAKE
The state of New York is the worst in the nation in economic recovery.;economy,jobs,states;Miguel Cronchey;2017/01/31;FAKE
Says he invested over $100 million in worker training.;education,job-accomplishments,jobs,state-budget;Ange Barlee;2018/04/28;REAL
Says Rep. Bruce Braley, D-Iowa, skipped an important VA reform hearing to attend three fundraisers.;congress,veterans;Burnaby Butting;2018/09/01;FAKE
Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack was coming. So they did have advanced notice.;terrorism;Dorian Hove;2017/07/30;FAKE
Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.;bush-administration,guns,campaign-advertising,supreme-court;Binnie Joutapavicius;2018/12/26;FAKE
Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.;taxes;Claybourne O'Day;2018/06/30;REAL
The median net worth of American households hasnt changed much over the past decades, its about $20,000 ... but Congress average median net worth has ballooned, more than doubled.;congress,wealth;Daria Josiah;2017/04/09;FAKE
Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.;candidates-biography,federal-budget,health-care,public-health;Woodrow Cawood;2018/07/22;FAKE
Saudi Arabia has the third-largest military budget in the entire world.;military;Ginelle Meineken;2018/05/06;REAL
In April 2009 the Democrats were in control, and the congressional (approval) rating was 40 percent.;polls;Elias Goodday;2018/08/22;FAKE
Barack Obamas health care bill is nothing new. Mitt Romney signed one just like it four years before.;health-care;Carleton Jerger;2017/01/19;REAL
Says that hes responsible for Austinincluding Anderson Mill Road in the citys proposed transportation bond package.;candidates-biography,city-budget,city-government,transportation;Sydney Clemanceau;2018/03/27;FAKE
Says the Department of Defense changed its definitions of al-Qaeda and the Taliban making it so almost anybody can be loosely associated with the groups.;civil-rights,criminal-justice,terrorism;Binnie Joutapavicius;2017/03/30;FAKE
Art Robinson says Social Security should be ended through attrition.;social-security;Constantia Chapell;2017/02/07;REAL
Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.;climate-change,environment,science;Ashia Canniffe;2017/08/09;REAL
Unlike Benghazi, there were no investigations of the 1983 Beirut barracks bombing, none about key aspects of the 9/11 attacks and the Iraq War, and none about embassy attacks under George W. Bush.;congress,foreign-policy,military;Ailsun Aven;2018/12/23;FAKE
$360 million of our tax dollars went straight to ... the Taliban.;afghanistan,government-efficiency,iraq,military;Roxie Mengo;2018/09/22;REAL
On whether he supports 'Don't Ask, Don't Tell.';gays-and-lesbians,military;Liliane Kivits;2017/08/26;FAKE
A Census Bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season.;census,jobs;Hanna Dawber;2017/05/04;FAKE
Says that in polls about 2016 candidate leadership skills, he comes out two and three and four times higher than anybody else.;polls;Dev Koche;2018/08/04;FAKE
The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.;drugs,marijuana;Charlton Danbye;2017/04/23;REAL
When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.;bipartisanship;Rochell Vasilchenko;2017/07/21;REAL
Says Gov. Chris Christies decision to close the Elizabeth MVC saved no money.;state-budget;Norby St. Quentin;2017/02/03;FAKE
Sixty percent of New Jersey doctors do not accept Medicaid patients.;medicaid;Jennica Ballach;2017/01/22;REAL
As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as $220,000 to renovate a Maine Blueberry farm and $5.8 million for a Vermont snowmobile trail.;federal-budget,message-machine;Jobina Dron;2017/12/11;REAL
Says cities save an estimated $38 in dental costs for every $1 invested in fluoridation.;city-government;Bern Rodliff;2017/04/01;REAL
At least Obama didn't marry his cousin, as Giuliani did.;candidates-biography;Meredeth Szymanski;2018/09/16;REAL
